Year,Name,Rank,Genre,Publisher,NA_Sales
2010.0,Alice in Wonderland,3800,Adventure,Disney Interactive Studios,0.54
2011.0,Alice: Madness Returns,3352,Adventure,Electronic Arts,0.49
2004.0,Alien Hominid,10629,Shooter,O3 Entertainment,0.12000000000000001
2007.0,Alien Syndrome,11597,Role-Playing,Sega,0.13
2014.0,Alien: Isolation,1814,Shooter,Sega,0.8300000000000001
2009.0,Aliens in the Attic,11637,Action,Playlogic Game Factory,0.12000000000000001
2003.0,Aliens versus Predator: Extinction,7820,Strategy,Electronic Arts,0.15
2010.0,Aliens vs Predator,1941,Shooter,Sega,0.96
2013.0,Aliens: Colonial Marines,2574,Shooter,Sega,0.66
2012.0,All Kamen Rider: Rider Generation 2,10591,Action,Namco Bandai Games,0.0
2008.0,All Star Cheer Squad,2580,Sports,THQ,0.69
2007.0,All-Pro Football 2K8,6445,Sports,Take-Two Interactive,0.38
2001.0,All-Star Baseball 2002,3585,Sports,Acclaim Entertainment,0.44000000000000006
2002.0,All-Star Baseball 2003,2685,Sports,Acclaim Entertainment,0.8
2003.0,All-Star Baseball 2004,4595,Sports,Acclaim Entertainment,0.42000000000000004
2008.0,Alone in the Dark,4060,Adventure,Atari,0.26
2010.0,Alpha Protocol,4495,Role-Playing,Sega,0.42000000000000004
2003.0,Alter Echo,9529,Shooter,THQ,0.1
2007.0,Alvin and the Chipmunks,9251,Misc,Brash Entertainment,0.21000000000000002
2011.0,Alvin and the Chipmunks: Chipwrecked,10181,Misc,505 Games,0.23000000000000004
2009.0,Alvin and the Chipmunks: The Squeakquel,5927,Misc,Majesco Entertainment,0.37
2009.0,Amagami,8785,Adventure,Enterbrain,0.0
2008.0,America's Next Top Model,10520,Action,Crave Entertainment,0.18
2004.0,American Chopper,4609,Racing,Zoo Digital Publishing,0.45999999999999996
2005.0,American Chopper 2: Full Throttle,8134,Racing,Activision,0.16999999999999998
2003.0,American Idol,3685,Misc,Codemasters,0.42000000000000004
2012.0,Amnesia Later,13378,Misc,Idea Factory,0.0
2012.0,Anarchy Reigns,7484,Action,Sega,0.21000000000000002
2006.0,And1 Streetball,6434,Action,Ubisoft,0.19
2013.0,Angry Birds Star Wars,5303,Strategy,Activision,0.9400000000000001
2012.0,Angry Birds Trilogy,3208,Action,Activision,0.6799999999999999
2009.0,Animal Planet: Vet Life,10275,Simulation,Activision,0.19
2002.0,Antz Extreme Racing,13768,Racing,Empire Interactive,0.03
2010.0,Apache: Air Assault,7304,Simulation,Activision,0.22999999999999998
1999.0,Ape Escape,1131,Platform,Sony Computer Entertainment,0.71
2014.0,Ar Nosurge: Ode to an Unborn Star,8475,Role-Playing,Tecmo Koei,0.05
2007.0,Arabians Lost: The Engagement on Desert,15587,Adventure,Prototype,0.0
2011.0,Arcana Heart 3,7545,Fighting,Arc System Works,0.07
2010.0,Arcania: Gothic 4,7923,Role-Playing,JoWood Productions,0.16
2004.0,Archer Maclean Presents: Pool Paradise,12620,Sports,Ignition Entertainment,0.05
2007.0,Arctic Tale,9116,Adventure,Zoo Digital Publishing,0.17
2001.0,Arctic Thunder,5257,Racing,Midway Games,0.26
2010.0,Are You Smarter Than a 5th Grader? Back to School,7319,Misc,Nintendo,0.28
2009.0,Are You Smarter than a 5th Grader? Game Time,6404,Puzzle,THQ,0.59
2008.0,Are You Smarter than a 5th Grader? Make the Grade,3684,Misc,THQ,0.87
1996.0,Area 51,2834,Shooter,GT Interactive,0.8400000000000001
2006.0,Arena Football,3567,Sports,Electronic Arts,0.39
2006.0,Armored Core 4,6734,Simulation,505 Games,0.28
2012.0,Armored Core V,4864,Simulation,Namco Bandai Games,0.22
2008.0,Armored Core: For Answer,7835,Simulation,Ubisoft,0.12
1999.0,Armorines: Project S.W.A.R.M.,6527,Shooter,Acclaim Entertainment,0.26
2001.0,Army Men: Green Rogue,9399,Action,3DO,0.1
2002.0,Army Men: RTS,10162,Strategy,3DO,0.1
1999.0,Army Men: Sarge's Heroes,2548,Action,3DO,0.99
2000.0,Army Men: Sarge's Heroes 2,4627,Shooter,3DO,0.5700000000000001
2004.0,Army Men: Sarge's War,8783,Shooter,Global Star,0.21
2008.0,Army Men: Soldiers of Misfortune,9528,Shooter,Zoo Games,0.22999999999999998
2008.0,Army of Two,1113,Shooter,Electronic Arts,1.83
2010.0,Army of Two: The 40th Day,2192,Shooter,Electronic Arts,1.1800000000000002
2013.0,Army of Two: The Devil's Cartel,6174,Shooter,Electronic Arts,0.27
2004.0,Around the World in 80 Days,8494,Action,Hip Interactive,0.03
2015.0,Arslan: The Warriors of Legend,11299,Action,Tecmo Koei,0.03
2009.0,Ashes Cricket 2009,6882,Sports,Codemasters,0.0
2007.0,Assassin's Creed,159,Adventure,Ubisoft,5.199999999999999
2016.0,Assassin's Creed Chronicles,9902,Action,Ubisoft,0.03
2009.0,Assassin's Creed II,157,Action,Ubisoft,5.65
2012.0,Assassin's Creed III,129,Action,Ubisoft,6.24
2013.0,Assassin's Creed IV: Black Flag,308,Action,Ubisoft,6.17
2015.0,Assassin's Creed Syndicate,410,Action,Ubisoft,1.5100000000000002
2010.0,Assassin's Creed: Brotherhood,374,Action,Ubisoft,4.86
2011.0,Assassin's Creed: Revelations,264,Action,Ubisoft,3.8000000000000003
2014.0,Assassin's Creed: Rogue,1415,Action,Ubisoft,1.08
2014.0,Assassin's Creed: Unity,305,Action,Ubisoft,3.6099999999999994
2016.0,Assetto Corsa,13031,Racing,505 Games,0.0
1980.0,Asteroids,259,Shooter,Atari,4.64
2009.0,Astro Boy: The Video Game,10188,Action,D3Publisher,0.28
2012.0,Asura's Wrath,4776,Action,Capcom,0.32999999999999996
2004.0,Atari Anthology,4833,Misc,Atari,0.52
2012.0,Atelier Ayesha: The Alchemist of Dusk,6436,Role-Playing,Tecmo Koei,0.06
2013.0,Atelier Escha & Logy: Alchemists of the Dusk Sky,7184,Role-Playing,Tecmo Koei,0.06
2011.0,Atelier Meruru: Alchemist of Arland 3,6822,Role-Playing,Gust,0.05
2009.0,Atelier Rorona: Alchemist of Arland,3960,Role-Playing,Nippon Ichi Software,0.22
2015.0,Atelier Sophie: The Alchemist of the Mysterious Book,10662,Role-Playing,Tecmo Koei,0.01
2010.0,Atelier Totori: The Adventurer of Arland,4526,Role-Playing,Gust,0.12
2010.0,Attack of the Movies 3D,10326,Shooter,Majesco Entertainment,0.14
2016.0,Attack on Titan (KOEI),7499,Action,Tecmo Koei,0.03
2002.0,Auto Modellista,4963,Racing,Capcom,0.21
2009.0,Avatar: The Game,2278,Action,Ubisoft,1.4000000000000001
2006.0,Avatar: The Last Airbender,3963,Adventure,THQ,1.03
2008.0,Avatar: The Last Airbender - Into the Inferno,6770,Adventure,THQ,0.4
2007.0,Avatar: The Last Airbender - The Burning Earth,4606,Action,THQ,0.87
2002.0,BMX XXX,8979,Sports,Acclaim Entertainment,0.2
2011.0,Back to the Future: The Game,8234,Adventure,Telltale Games,0.24
2002.0,Backyard Baseball,4054,Sports,Atari,0.65
2008.0,Backyard Baseball '09,9545,Sports,Atari,0.17
2009.0,Backyard Baseball '10,8298,Sports,Atari,0.29000000000000004
2003.0,Backyard Hockey,7697,Sports,Atari,0.21000000000000002
2003.0,Backyard NBA Basketball,3435,Sports,Atari,0.36
2002.0,Backyard NFL Football,3586,Sports,Atari,0.64
2008.0,Backyard NFL Football '09,7336,Sports,Atari,0.35000000000000003
2009.0,Backyard NFL Football '10,8323,Sports,Atari,0.29000000000000004
2005.0,Backyard NFL Football 2006,7515,Sports,Atari,0.12000000000000001
2010.0,Backyard Sports Football: Rookie Rush,8236,Sports,Atari,0.39
2010.0,Backyard Sports: Sandlot Sluggers,8674,Sports,Atari,0.38
2004.0,Backyard Wrestling 2: There Goes the Neighborhood,6187,Fighting,Eidos Interactive,0.23
2003.0,Backyard Wrestling: Don't Try This at Home,3341,Fighting,Eidos Interactive,0.43
2004.0,Bad Boys: Miami Takedown,1767,Shooter,Empire Interactive,0.7300000000000001
2008.0,Baja: Edge of Control,7346,Racing,THQ,0.22
2010.0,Bakugan Battle Brawlers: Defenders of the Core,4049,Action,Activision,0.91
2009.0,Bakugan: Battle Brawlers,1393,Action,Activision,2.47
2014.0,Bakumatsu Rock: Ultra Soul,15580,Misc,Marvelous Interactive,0.0
2001.0,Baldur's Gate: Dark Alliance,1600,Role-Playing,"Destination Software, Inc",0.89
2004.0,Baldur's Gate: Dark Alliance II,2972,Role-Playing,Acclaim Entertainment,0.53
2007.0,Balloon Pop,9038,Puzzle,505 Games,0.17
2007.0,Balls of Fury,15154,Sports,Zoo Digital Publishing,0.04
2009.0,Band Hero,2093,Misc,Activision,1.88
1998.0,Banjo-Kazooie,342,Platform,Microsoft Game Studios,1.87
2008.0,Barbie Horse Adventures: Riding Camp,3661,Sports,Activision,0.7799999999999999
2003.0,Barbie Horse Adventures: Wild Horse Rescue,4056,Sports,Universal Interactive,0.29
2015.0,Barbie and Her Sisters Puppy Rescue,12433,Action,Namco Bandai Games,0.0
2009.0,Barbie and the Three Musketeers,7085,Adventure,Activision,0.32999999999999996
2007.0,Barbie as The Island Princess,4317,Adventure,Activision,0.9199999999999999
2010.0,Barbie: Groom and Glam Pups,4468,Action,THQ,0.45
2011.0,"Barbie: Jet, Set & Style!",4280,Misc,THQ,0.6
2006.0,Barnyard,9970,Action,THQ,0.21
2007.0,Baroque,9627,Role-Playing,Rising Star Games,0.12000000000000001
1983.0,Baseball,422,Sports,Nintendo,1.3900000000000001
2010.0,Bass Pro Shops: The Hunt,6829,Sports,Griffin International,0.31
2009.0,Bass Pro Shops: The Strike,4069,Sports,XS Games,0.65
2005.0,Batman Begins,3602,Action,Electronic Arts,0.66
2000.0,Batman Beyond: Return of the Joker,8400,Action,Ubisoft,0.16
2016.0,Batman: A Telltale Game Series,14094,Adventure,Telltale Games,0.01
2009.0,Batman: Arkham Asylum,263,Action,Eidos Interactive,4.43
2011.0,Batman: Arkham City,160,Action,Warner Bros. Interactive Entertainment,6.0200000000000005
2015.0,Batman: Arkham Knight,323,Action,Warner Bros. Interactive Entertainment,2.43
2013.0,Batman: Arkham Origins,656,Action,Warner Bros. Interactive Entertainment,2.5500000000000003
2013.0,Batman: Arkham Origins Blackgate,3813,Action,Warner Bros. Interactive Entertainment,0.36
2003.0,Batman: Dark Tomorrow,10072,Action,Kemco,0.14
2003.0,Batman: Rise of Sin Tzu,5284,Action,Ubisoft,0.35000000000000003
2010.0,Batman: The Brave and the Bold the Videogame,5846,Action,Warner Bros. Interactive Entertainment,0.45999999999999996
2001.0,Batman: Vengeance,3652,Adventure,Ubisoft,0.6000000000000001
2003.0,Battle Engine Aquila,14178,Shooter,Atari,0.03
2008.0,Battle Fantasia,11168,Fighting,505 Games,0.07
2006.0,Battle Stadium D.O.N,8912,Fighting,Namco Bandai Games,0.0
2016.0,Battleborn,7182,Shooter,Take-Two Interactive,0.2
2005.0,Battlefield 2: Modern Combat,3583,Shooter,Electronic Arts,1.1099999999999999
2011.0,Battlefield 3,100,Shooter,Electronic Arts,8.2
2013.0,Battlefield 4,337,Shooter,Electronic Arts,6.41
2008.0,Battlefield: Bad Company,1302,Shooter,Electronic Arts,1.57
2010.0,Battlefield: Bad Company 2,380,Shooter,Electronic Arts,3.61
2015.0,Battlefield: Hardline,799,Shooter,Electronic Arts,1.71
2003.0,Battlestar Galactica,8693,Shooter,Vivendi Games,0.14
2007.0,Battlestations: Midway,6449,Strategy,Eidos Interactive,0.21
2009.0,Battlestations: Pacific,5513,Strategy,Eidos Interactive,0.17
1982.0,Battlezone,3250,Shooter,Atari,0.6
2009.0,Bayonetta,1627,Action,Sega,0.95
1998.0,BeatMania,1880,Simulation,Konami Digital Entertainment,0.03
2007.0,Bee Movie Game,4372,Action,Activision,0.93
2008.0,Beijing 2008,2392,Sports,Sega,0.29000000000000004
2008.0,Bejeweled Twist,10605,Puzzle,PopCap Games,0.01
2009.0,Ben 10 Alien Force: Vilgax Attacks,4437,Action,D3Publisher,0.8200000000000001
2011.0,Ben 10 Galactic Racing,9215,Racing,D3Publisher,0.4
2013.0,Ben 10 Omniverse 2,15621,Action,Namco Bandai Games,0.0
2010.0,Ben 10 Ultimate Alien: Cosmic Destruction,5606,Platform,D3Publisher,0.84
2008.0,Ben 10: Alien Force,2180,Action,Koch Media,1.7400000000000002
2007.0,Ben 10: Protector of Earth,1057,Action,D3Publisher,1.56
2007.0,Beowulf: The Game,4785,Action,Ubisoft,0.5800000000000001
2003.0,Beyond Good & Evil,5451,Adventure,Ubisoft,0.3
2006.0,Big Idea's VeggieTales: LarryBoy and the Bad Apple,15115,Action,Crave Entertainment,0.02
2008.0,Big League Sports,7342,Sports,Activision,0.27
2009.0,Big League Sports: Summer,10369,Sports,Activision,0.19
2002.0,Big Mutha Truckers,2472,Racing,Empire Interactive,0.6499999999999999
2005.0,Big Mutha Truckers 2,7727,Racing,Empire Interactive,0.15000000000000002
2008.0,Bigfoot: Collision Course,5607,Racing,Zoo Digital Publishing,0.44
2006.0,Biker Mice From Mars,12409,Racing,Game Factory,0.06
2012.0,Binary Domain,5449,Action,Sega,0.18
1998.0,Bio FREAKS,9157,Action,GT Interactive,0.18
2007.0,BioShock,516,Shooter,Take-Two Interactive,2.41
2010.0,BioShock 2,732,Shooter,Take-Two Interactive,2.3
2013.0,BioShock Infinite,867,Shooter,Take-Two Interactive,2.2199999999999998
2016.0,BioShock The Collection,7653,Shooter,Take-Two Interactive,0.08
2011.0,Biohazard: Revival Selection,8176,Action,Capcom,0.0
2009.0,Bionic Commando,5138,Platform,Capcom,0.24
2003.0,Bionicle,4514,Action,Electronic Arts,0.48
2006.0,Bionicle Heroes,10210,Shooter,Eidos Interactive,0.22999999999999998
2012.0,Birds of Steel,6655,Simulation,Konami Digital Entertainment,0.21000000000000002
2006.0,Black,1594,Shooter,Electronic Arts,1.32
2003.0,Black & Bruised,8602,Fighting,Vivendi Games,0.12
2007.0,Blacksite: Area 51,3508,Shooter,Midway Games,0.36
2015.0,Blade Arcus from Shining EX,14981,Fighting,Sega,0.0
2002.0,Blade II,5803,Action,Activision,0.25
2012.0,Blades of Time,10335,Action,Konami Digital Entertainment,0.11000000000000001
2015.0,Bladestorm: Nightmare,8530,Action,Tecmo Koei,0.1
2007.0,Bladestorm: The Hundred Years' War,6033,Action,Tecmo Koei,0.18
2009.0,BlazBlue: Calamity Trigger,3490,Fighting,PQube,0.57
2013.0,BlazBlue: Chrono Phantasma,6075,Fighting,Arc System Works,0.19
2015.0,BlazBlue: Chrono Phantasma Extend,9263,Action,PQube,0.12000000000000001
2010.0,BlazBlue: Continuum Shift,4710,Fighting,PQube,0.44
2011.0,BlazBlue: Continuum Shift II,9516,Fighting,PQube,0.08
2011.0,Blazblue: Continuum Shift Extend,9786,Fighting,Arc System Works,0.03
2007.0,Blazing Angels 2: Secret Missions of WWII,8788,Simulation,Ubisoft,0.21000000000000002
2006.0,Blazing Angels: Squadrons of WWII,2440,Simulation,Ubisoft,1.52
2004.0,Blitz: The League,2330,Sports,Midway Games,1.29
2008.0,Blitz: The League II,8642,Sports,Midway Games,0.19
2009.0,Blood Bowl,8420,Sports,Focus Home Interactive,0.14
2010.0,Blood Drive,10076,Racing,Activision,0.16
2002.0,Blood Omen 2,4942,Action,Eidos Interactive,0.37
2002.0,BloodRayne,4647,Shooter,Universal Interactive,0.45
2004.0,BloodRayne 2,6339,Shooter,THQ,0.24
2003.0,BlowOut,7100,Shooter,Zoo Digital Publishing,0.15
2010.0,Blur,2777,Racing,Activision,0.48
2011.0,Bodycount,9761,Shooter,Codemasters,0.12000000000000001
2008.0,Bolt,3258,Adventure,Disney Interactive Studios,0.9299999999999999
1985.0,Bomberman,2022,Puzzle,Hudson Entertainment,0.42000000000000004
2000.0,Bomberman Land,8372,Misc,Hudson Entertainment,0.16999999999999998
2007.0,Boogie,3974,Misc,Electronic Arts,0.77
2004.0,Bookworm,5409,Puzzle,PopCap Games,0.33
2009.0,Borderlands,385,Shooter,Take-Two Interactive,3.5999999999999996
2012.0,Borderlands 2,454,Shooter,Take-Two Interactive,3.79
2015.0,Borderlands: The Handsome Collection,2473,Shooter,Take-Two Interactive,0.6
2014.0,Borderlands: The Pre-Sequel,2759,Shooter,Take-Two Interactive,0.82
1996.0,Bottom of the 9th,5146,Sports,Konami Digital Entertainment,0.45
1980.0,Boxing,2671,Fighting,Activision,0.76
2008.0,Bratz Kidz,8334,Misc,Game Factory,0.19
2006.0,Bratz: Forever Diamondz,1278,Adventure,THQ,0.61
2008.0,Bratz: Girlz Really Rock,5591,Action,THQ,0.48
2004.0,Bratz: Rock Angelz,3736,Misc,THQ,0.7400000000000001
2007.0,Bratz: The Movie,4119,Simulation,THQ,0.48
2009.0,Brave: A Warrior's Tale,12617,Action,SouthPeak Games,0.1
2012.0,Brave: The Video Game,15107,Action,Disney Interactive Studios,0.0
1994.0,Breath of Fire II,5219,Role-Playing,Laguna,0.14
1997.0,Breath of Fire III,2058,Role-Playing,Capcom,0.29
2011.0,Brink,2001,Shooter,Bethesda Softworks,0.94
2002.0,Britney's Dance Beat,6799,Misc,THQ,0.27
2015.0,Broken Sword 5: The Serpent's Curse,12282,Adventure,Revolution Software,0.0
2005.0,Brothers In Arms: Earned in Blood,4254,Shooter,Ubisoft,0.61
2005.0,Brothers In Arms: Road to Hill 30,3089,Shooter,Ubisoft,0.87
2008.0,Brothers in Arms: Hell's Highway,2242,Shooter,Ubisoft,0.9099999999999999
2015.0,Brothers: A Tale of Two Sons,9513,Adventure,505 Games,0.06
1998.0,Brunswick Circuit Pro Bowling,8153,Sports,THQ,0.15000000000000002
2007.0,Brunswick Pro Bowling,4392,Sports,505 Games,1.3399999999999999
2009.0,Brutal Legend,2127,Action,Electronic Arts,1.1600000000000001
2003.0,Buffy the Vampire Slayer: Chaos Bleeds,8014,Action,Vivendi Games,0.2
2011.0,Bulletstorm,2027,Shooter,Electronic Arts,0.9099999999999999
2008.0,Bully: Scholarship Edition,1924,Action,Take-Two Interactive,0.7000000000000001
2008.0,Burger Island,8628,Action,Destineer,0.29000000000000004
2001.0,Burnout,2768,Racing,Acclaim Entertainment,0.6799999999999999
2002.0,Burnout 2: Point of Impact,2449,Racing,Acclaim Entertainment,0.72
2004.0,Burnout 3: Takedown,561,Racing,Electronic Arts,2.07
2005.0,Burnout Legends,2444,Racing,Electronic Arts,0.85
2008.0,Burnout Paradise,865,Racing,Electronic Arts,1.6400000000000001
2009.0,Burnout Paradise: The Ultimate Box,10721,Racing,Electronic Arts,0.0
2005.0,Burnout Revenge,2301,Racing,Electronic Arts,1.49
1997.0,Bust-A-Move '99,5601,Puzzle,Acclaim Entertainment,0.22999999999999998
1995.0,Bust-A-Move 2 Arcade Edition,7683,Puzzle,Acclaim Entertainment,0.16999999999999998
2010.0,Busy Scissors,11209,Simulation,Little Orbit,0.14
2009.0,CID The Dummy,14756,Platform,Oxygen Interactive,0.04
2009.0,CSI: Deadly Intent,6019,Adventure,Ubisoft,0.23
2010.0,CSI: Fatal Conspiracy,7209,Adventure,Ubisoft,0.33999999999999997
2007.0,CSI: Hard Evidence,2340,Adventure,Ubisoft,0.43
2011.0,Cabela's Adventure Camp,8064,Misc,Activision,0.28
2006.0,Cabela's African Safari,9214,Sports,Activision Value,0.17
2002.0,Cabela's Big Game Hunter,1356,Sports,Activision,0.77
2007.0,Cabela's Big Game Hunter (2008),3210,Sports,Activision,0.74
2004.0,Cabela's Big Game Hunter 2005 Adventures,3577,Sports,Activision,0.5
2009.0,Cabela's Big Game Hunter 2010,1050,Sports,Activision Value,2.2
2011.0,Cabela's Big Game Hunter 2012,5040,Sports,Activision,0.7500000000000001
2014.0,Cabela's Big Game Hunter: Pro Hunts,14486,Shooter,Activision,0.07
2003.0,Cabela's Dangerous Hunts,1732,Sports,Zoo Digital Publishing,0.83
2005.0,Cabela's Dangerous Hunts 2,4947,Sports,Activision,0.3
2008.0,Cabela's Dangerous Hunts 2009,4992,Sports,Activision,0.69
2010.0,Cabela's Dangerous Hunts 2011,3447,Sports,Activision,1.19
2004.0,Cabela's Deer Hunt 2005 Season,5112,Sports,Activision,0.27
2003.0,Cabela's Deer Hunt: 2004 Season,2687,Sports,Activision Value,0.53
2008.0,Cabela's Legendary Adventures,4638,Sports,Activision,0.54
2010.0,Cabela's North American Adventures,7503,Sports,Activision,0.52
2005.0,Cabela's Outdoor Adventures,10445,Sports,Activision,0.11
2009.0,Cabela's Outdoor Adventures (2009),5753,Sports,Activision Value,0.7999999999999999
2011.0,Cabela's Survival: Shadows of Katmai,7396,Sports,Activision,0.4
2007.0,Cabela's Trophy Bucks,6264,Sports,Activision Value,0.23
2008.0,Cake Mania: Baker's Challenge,14167,Puzzle,Destineer,0.04
2005.0,Call Of Duty 2: Big Red One,566,Shooter,Activision,2.39
2005.0,Call of Duty 2,843,Shooter,Activision,1.81
2006.0,Call of Duty 3,551,Shooter,Activision,2.98
2007.0,Call of Duty 4: Modern Warfare,71,Shooter,Activision,9.97
2014.0,Call of Duty: Advanced Warfare,94,Shooter,Activision,10.440000000000001
2010.0,Call of Duty: Black Ops,32,Shooter,Activision,17.01
2015.0,Call of Duty: Black Ops 3,34,Shooter,Activision,11.889999999999999
2012.0,Call of Duty: Black Ops II,35,Shooter,Activision,14.08
2004.0,Call of Duty: Finest Hour,501,Shooter,Activision,2.6
2013.0,Call of Duty: Ghosts,62,Shooter,Activision,14.92
2009.0,Call of Duty: Modern Warfare 2,37,Shooter,Activision,13.52
2011.0,Call of Duty: Modern Warfare 3,30,Shooter,Activision,15.579999999999998
2016.0,Call of Duty: Modern Warfare Trilogy,15601,Shooter,Activision,0.01
2008.0,Call of Duty: World at War,99,Shooter,Activision,9.3
2006.0,Call of Juarez,7988,Shooter,Ubisoft,0.14
2009.0,Call of Juarez: Bound in Blood,2327,Shooter,Ubisoft,0.6499999999999999
2011.0,Call of Juarez: The Cartel,5925,Shooter,Ubisoft,0.31
2008.0,Candace Kane's Candy Factory,8878,Action,Destineer,0.18000000000000002
2005.0,Capcom Classics Collection,3943,Misc,Capcom,0.33
2004.0,Capcom Fighting Evolution,7512,Fighting,Capcom,0.13
2002.0,Capcom vs. SNK 2 EO,10152,Fighting,Capcom,0.16999999999999998
2011.0,Captain America: Super Soldier,7574,Action,Sega,0.26
2012.0,Captain Morgane and the Golden Turtle,14312,Adventure,Reef Entertainment,0.0
2004.0,Carmen Sandiego: The Secret of the Stolen Drums,12817,Action,BAM! Entertainment,0.07
2007.0,Carnival Games,287,Misc,Take-Two Interactive,3.36
2006.0,Carol Vorderman's Sudoku,6171,Puzzle,Xplosiv,0.05
2006.0,Cars,1643,Racing,THQ,5.31
2011.0,Cars 2,1498,Racing,Disney Interactive Studios,1.99
2007.0,Cars: Mater-National Championship,2997,Racing,THQ,1.25
2009.0,Cars: Race-O-Rama,2094,Racing,THQ,1.8000000000000003
2011.0,Cartoon Network: Punch Time Explosion XL,11232,Fighting,Crave Entertainment,0.2
1996.0,Casper,2504,Adventure,Interplay,0.47000000000000003
2009.0,Casper's Scare School: Spooky Sports Day,15348,Sports,Blast! Entertainment Ltd,0.04
2001.0,Casper: Spirit Dimensions,9029,Platform,TDK Mediactive,0.09000000000000001
1986.0,Castlevania,1625,Platform,Konami Digital Entertainment,0.98
2005.0,Castlevania: Curse of Darkness,4649,Action,Konami Digital Entertainment,0.27
2010.0,Castlevania: Lords of Shadow,1824,Action,Konami Digital Entertainment,0.9199999999999999
2011.0,Castlevania: Lords of Shadow - Reverie,14008,Action,Konami Digital Entertainment,0.04
2014.0,Castlevania: Lords of Shadow 2,7204,Action,Konami Digital Entertainment,0.060000000000000005
2008.0,Cate West: The Vanishing Files,10650,Adventure,Oxygen Interactive,0.15000000000000002
2011.0,Catherine,2854,Adventure,Deep Silver,0.5
2004.0,Catwoman,8366,Action,Electronic Arts,0.2
2005.0,Catz,3612,Simulation,Ubisoft,0.6699999999999999
2001.0,Cel Damage,9787,Racing,Electronic Arts,0.14
1981.0,Centipede,1431,Shooter,Atari,1.62
2011.0,Centipede: Infestation,12584,Shooter,Atari,0.1
2010.0,Challenge Me: Brain Puzzles 2,11000,Puzzle,O-Games,0.05
